date,product,region,quantity,price,revenue,cost,profit
2023-04-22,Alpha Shirt,North,23,195.46,4495.58,2768.01,1727.57
2023-04-22,Alpha Shirt,South,22,191.88,4221.36,2622.94,1598.42
2023-04-22,Alpha Shirt,East,16,213.76,3420.16,1994.12,1426.04
2023-04-22,Alpha Shirt,West,24,216.18,5188.32,3063.54,2124.78
2023-04-22,Beta Jeans,North,25,146.13,3653.25,2194.87,1458.38
2023-04-22,Beta Jeans,South,18,154.44,2779.92,1652.17,1127.75
2023-04-22,Beta Jeans,East,22,145.93,3210.46,1793.54,1416.92
2023-04-22,Beta Jeans,West,14,154.48,2162.72,1295.2,867.52
2023-04-22,Gamma Jacket,North,21,179.82,3776.22,2099.24,1676.98
2023-04-22,Gamma Jacket,South,20,189.7,3794.0,2224.09,1569.91
2023-04-22,Gamma Jacket,East,22,193.93,4266.46,2551.17,1715.29
2023-04-22,Gamma Jacket,West,17,184.75,3140.75,1849.22,1291.53
2023-04-22,Delta Shoes,North,24,206.52,4956.48,3030.43,1926.05
2023-04-22,Delta Shoes,South,24,224.06,5377.44,2875.95,2501.49
2023-04-22,Delta Shoes,East,29,205.56,5961.24,3764.96,2196.28
2023-04-22,Delta Shoes,West,20,215.01,4300.2,2664.55,1635.65
2023-04-22,Epsilon Hat,North,9,81.05,729.45,445.88,283.57
2023-04-22,Epsilon Hat,South,11,79.81,877.91,511.4,366.51
2023-04-22,Epsilon Hat,East,17,78.59,1336.03,793.12,542.91
2023-04-22,Epsilon Hat,West,18,83.38,1500.84,887.73,613.11
2023-04-23,Alpha Shirt,North,24,187.77,4506.48,2580.1,1926.38
2023-04-23,Alpha Shirt,South,27,202.9,5478.3,3351.73,2126.57
2023-04-23,Alpha Shirt,East,20,187.82,3756.4,2298.5,1457.9
2023-04-23,Alpha Shirt,West,21,209.71,4403.91,2826.66,1577.25
2023-04-23,Beta Jeans,North,19,154.69,2939.11,1884.25,1054.86
2023-04-23,Beta Jeans,South,23,152.07,3497.61,2194.44,1303.17
2023-04-23,Beta Jeans,East,23,151.68,3488.64,1937.87,1550.77
2023-04-23,Beta Jeans,West,17,159.4,2709.8,1618.54,1091.26
2023-04-23,Gamma Jacket,North,25,183.87,4596.75,2828.18,1768.57
2023-04-23,Gamma Jacket,South,20,181.06,3621.2,2051.48,1569.72
2023-04-23,Gamma Jacket,East,16,169.34,2709.44,1756.12,953.32
2023-04-23,Gamma Jacket,West,22,181.66,3996.52,2368.19,1628.33
2023-04-23,Delta Shoes,North,21,226.27,4751.67,2754.63,1997.04
2023-04-23,Delta Shoes,South,26,215.38,5599.88,3363.58,2236.3
2023-04-23,Delta Shoes,East,31,214.09,6636.79,4075.36,2561.43
2023-04-23,Delta Shoes,West,25,218.56,5464.0,3354.02,2109.98
2023-04-23,Epsilon Hat,North,9,89.33,803.97,513.64,290.33
2023-04-23,Epsilon Hat,South,7,72.58,508.06,312.25,195.81
2023-04-23,Epsilon Hat,East,9,82.65,743.85,504.39,239.46
2023-04-23,Epsilon Hat,West,8,83.22,665.76,393.59,272.17
2023-04-24,Alpha Shirt,North,26,190.37,4949.62,2942.94,2006.68
2023-04-24,Alpha Shirt,South,24,190.51,4572.24,2760.16,1812.08
2023-04-24,Alpha Shirt,East,20,176.21,3524.2,2270.02,1254.18
2023-04-24,Alpha Shirt,West,29,214.99,6234.71,3878.25,2356.46
2023-04-24,Beta Jeans,North,25,155.39,3884.75,2312.22,1572.53
2023-04-24,Beta Jeans,South,17,149.38,2539.46,1607.22,932.24
2023-04-24,Beta Jeans,East,19,143.33,2723.27,1707.71,1015.56
2023-04-24,Beta Jeans,West,20,155.54,3110.8,1945.46,1165.34
2023-04-24,Gamma Jacket,North,23,179.27,4123.21,2570.67,1552.54
2023-04-24,Gamma Jacket,South,20,170.33,3406.6,2109.95,1296.65
2023-04-24,Gamma Jacket,East,28,176.64,4945.92,2782.26,2163.66
2023-04-24,Gamma Jacket,West,16,164.17,2626.72,1614.18,1012.54
2023-04-24,Delta Shoes,North,33,223.61,7379.13,3595.68,3783.45
2023-04-24,Delta Shoes,South,23,199.46,4587.58,2478.92,2108.66
2023-04-24,Delta Shoes,East,25,197.12,4928.0,2998.04,1929.96
2023-04-24,Delta Shoes,West,24,220.25,5286.0,2996.22,2289.78
2023-04-24,Epsilon Hat,North,13,75.0,975.0,565.9,409.1
2023-04-24,Epsilon Hat,South,18,81.48,1466.64,847.65,618.99
2023-04-24,Epsilon Hat,East,7,85.74,600.18,347.58,252.6
2023-04-24,Epsilon Hat,West,7,75.88,531.16,357.67,173.49
2023-04-25,Alpha Shirt,North,24,192.27,4614.48,2752.91,1861.57
2023-04-25,Alpha Shirt,South,35,196.6,6881.0,4531.75,2349.25
2023-04-25,Alpha Shirt,East,17,187.74,3191.58,1927.85,1263.73
2023-04-25,Alpha Shirt,West,18,208.73,3757.14,2322.93,1434.21
2023-04-25,Beta Jeans,North,18,152.25,2740.5,1508.18,1232.32
2023-04-25,Beta Jeans,South,22,143.05,3147.1,1863.54,1283.56
2023-04-25,Beta Jeans,East,22,150.71,3315.62,2161.29,1154.33
2023-04-25,Beta Jeans,West,26,136.97,3561.22,2145.85,1415.37
2023-04-25,Gamma Jacket,North,31,178.31,5527.61,3144.31,2383.3
2023-04-25,Gamma Jacket,South,16,162.67,2602.72,1618.41,984.31
2023-04-25,Gamma Jacket,East,26,191.73,4984.98,2891.53,2093.45
2023-04-25,Gamma Jacket,West,22,176.87,3891.14,2236.36,1654.78
2023-04-25,Delta Shoes,North,16,199.8,3196.8,1875.77,1321.03
2023-04-25,Delta Shoes,South,28,212.78,5957.84,3773.39,2184.45
2023-04-25,Delta Shoes,East,29,202.94,5885.26,3796.91,2088.35
2023-04-25,Delta Shoes,West,27,234.55,6332.85,3694.9,2637.95
2023-04-25,Epsilon Hat,North,8,86.68,693.44,461.93,231.51
2023-04-25,Epsilon Hat,South,16,82.89,1326.24,844.99,481.25
2023-04-25,Epsilon Hat,East,7,77.8,544.6,316.68,227.92
2023-04-25,Epsilon Hat,West,10,76.36,763.6,472.17,291.43
2023-04-26,Alpha Shirt,North,28,197.06,5517.68,3343.83,2173.85
2023-04-26,Alpha Shirt,South,32,198.25,6344.0,4217.11,2126.89
2023-04-26,Alpha Shirt,East,23,201.91,4643.93,2888.78,1755.15
2023-04-26,Alpha Shirt,West,30,210.95,6328.5,3781.24,2547.26
2023-04-26,Beta Jeans,North,17,160.18,2723.06,1706.26,1016.8
2023-04-26,Beta Jeans,South,20,134.8,2696.0,1555.85,1140.15
2023-04-26,Beta Jeans,East,18,149.49,2690.82,1618.14,1072.68
2023-04-26,Beta Jeans,West,25,145.36,3634.0,2226.12,1407.88
2023-04-26,Gamma Jacket,North,25,177.11,4427.75,2651.21,1776.54
2023-04-26,Gamma Jacket,South,17,176.74,3004.58,1781.51,1223.07
2023-04-26,Gamma Jacket,East,25,170.96,4274.0,2606.62,1667.38
2023-04-26,Gamma Jacket,West,18,174.63,3143.34,1888.83,1254.51
2023-04-26,Delta Shoes,North,25,237.78,5944.5,3385.13,2559.37
2023-04-26,Delta Shoes,South,27,216.39,5842.53,3419.63,2422.9
2023-04-26,Delta Shoes,East,20,207.07,4141.4,2401.04,1740.36
2023-04-26,Delta Shoes,West,29,237.08,6875.32,3780.84,3094.48
2023-04-26,Epsilon Hat,North,6,81.01,486.06,272.46,213.6
2023-04-26,Epsilon Hat,South,9,82.3,740.7,433.37,307.33
2023-04-26,Epsilon Hat,East,8,83.34,666.72,373.06,293.66
2023-04-26,Epsilon Hat,West,9,76.23,686.07,392.59,293.48
2023-04-27,Alpha Shirt,North,30,216.99,6509.7,3769.46,2740.24
2023-04-27,Alpha Shirt,South,18,200.2,3603.6,2002.12,1601.48
2023-04-27,Alpha Shirt,East,28,185.17,5184.76,3206.49,1978.27
2023-04-27,Alpha Shirt,West,22,174.61,3841.42,2473.51,1367.91
2023-04-27,Beta Jeans,North,18,152.65,2747.7,1540.37,1207.33
2023-04-27,Beta Jeans,South,23,152.2,3500.6,2051.99,1448.61
2023-04-27,Beta Jeans,East,21,151.56,3182.76,1733.77,1448.99
2023-04-27,Beta Jeans,West,11,153.91,1693.01,984.54,708.47
2023-04-27,Gamma Jacket,North,22,172.86,3802.92,2487.46,1315.46
2023-04-27,Gamma Jacket,South,22,183.43,4035.46,2426.27,1609.19
2023-04-27,Gamma Jacket,East,14,172.77,2418.78,1391.7,1027.08
2023-04-27,Gamma Jacket,West,21,199.19,4182.99,2593.74,1589.25
2023-04-27,Delta Shoes,North,28,219.42,6143.76,3430.07,2713.69
2023-04-27,Delta Shoes,South,26,214.27,5571.02,3405.32,2165.7
2023-04-27,Delta Shoes,East,19,232.57,4418.83,2666.33,1752.5
2023-04-27,Delta Shoes,West,17,232.38,3950.46,2384.86,1565.6
2023-04-27,Epsilon Hat,North,7,84.12,588.84,344.97,243.87
2023-04-27,Epsilon Hat,South,10,80.06,800.6,484.7,315.9
2023-04-27,Epsilon Hat,East,8,74.36,594.88,358.34,236.54
2023-04-27,Epsilon Hat,West,15,73.56,1103.4,703.91,399.49
2023-04-28,Alpha Shirt,North,29,174.43,5058.47,2976.63,2081.84
2023-04-28,Alpha Shirt,South,27,216.79,5853.33,3100.38,2752.95
2023-04-28,Alpha Shirt,East,29,203.26,5894.54,3640.73,2253.81
2023-04-28,Alpha Shirt,West,30,189.08,5672.4,3607.73,2064.67
2023-04-28,Beta Jeans,North,15,138.35,2075.25,1237.61,837.64
2023-04-28,Beta Jeans,South,17,151.31,2572.27,1488.06,1084.21
2023-04-28,Beta Jeans,East,21,155.7,3269.7,1884.57,1385.13
2023-04-28,Beta Jeans,West,20,148.19,2963.8,1809.18,1154.62
2023-04-28,Gamma Jacket,North,23,173.71,3995.33,2394.96,1600.37
2023-04-28,Gamma Jacket,South,32,182.16,5829.12,3828.91,2000.21
2023-04-28,Gamma Jacket,East,28,177.96,4982.88,2731.13,2251.75
2023-04-28,Gamma Jacket,West,14,166.46,2330.44,1349.08,981.36
2023-04-28,Delta Shoes,North,33,203.68,6721.44,4103.4,2618.04
2023-04-28,Delta Shoes,South,29,244.43,7088.47,4215.9,2872.57
2023-04-28,Delta Shoes,East,36,225.74,8126.64,5221.58,2905.06
2023-04-28,Delta Shoes,West,37,227.9,8432.3,4974.49,3457.81
2023-04-28,Epsilon Hat,North,4,79.4,317.6,201.16,116.44
2023-04-28,Epsilon Hat,South,6,83.89,503.34,308.7,194.64
2023-04-28,Epsilon Hat,East,10,83.78,837.8,500.68,337.12
2023-04-28,Epsilon Hat,West,13,79.83,1037.79,624.99,412.8
2023-04-29,Alpha Shirt,North,28,188.44,5276.32,2990.29,2286.03
2023-04-29,Alpha Shirt,South,29,196.47,5697.63,3538.39,2159.24
2023-04-29,Alpha Shirt,East,28,196.89,5512.92,3127.31,2385.61
2023-04-29,Alpha Shirt,West,24,211.78,5082.72,2878.22,2204.5
2023-04-29,Beta Jeans,North,15,150.8,2262.0,1405.23,856.77
2023-04-29,Beta Jeans,South,20,146.89,2937.8,1824.83,1112.97
2023-04-29,Beta Jeans,East,20,144.82,2896.4,1730.38,1166.02
2023-04-29,Beta Jeans,West,23,149.43,3436.89,2070.42,1366.47
2023-04-29,Gamma Jacket,North,22,161.68,3556.96,2076.25,1480.71
2023-04-29,Gamma Jacket,South,22,162.11,3566.42,2046.6,1519.82
2023-04-29,Gamma Jacket,East,23,180.0,4140.0,2521.63,1618.37
2023-04-29,Gamma Jacket,West,17,184.62,3138.54,2064.11,1074.43
2023-04-29,Delta Shoes,North,25,224.98,5624.5,3555.77,2068.73
2023-04-29,Delta Shoes,South,35,227.78,7972.3,4904.53,3067.77
2023-04-29,Delta Shoes,East,29,210.67,6109.43,3668.85,2440.58
2023-04-29,Delta Shoes,West,31,205.59,6373.29,3916.04,2457.25
2023-04-29,Epsilon Hat,North,12,78.49,941.88,600.89,340.99
2023-04-29,Epsilon Hat,South,10,74.57,745.7,445.36,300.34
2023-04-29,Epsilon Hat,East,9,84.02,756.18,444.8,311.38
2023-04-29,Epsilon Hat,West,10,78.86,788.6,485.75,302.85
2023-04-30,Alpha Shirt,North,27,184.63,4985.01,3253.9,1731.11
2023-04-30,Alpha Shirt,South,22,208.59,4588.98,2870.74,1718.24
2023-04-30,Alpha Shirt,East,27,199.6,5389.2,3457.87,1931.33
2023-04-30,Alpha Shirt,West,22,198.18,4359.96,2547.09,1812.87
2023-04-30,Beta Jeans,North,25,154.89,3872.25,2252.12,1620.13
2023-04-30,Beta Jeans,South,15,150.67,2260.05,1248.85,1011.2
2023-04-30,Beta Jeans,East,16,157.92,2526.72,1506.01,1020.71
2023-04-30,Beta Jeans,West,19,146.44,2782.36,1633.26,1149.1
2023-04-30,Gamma Jacket,North,23,189.99,4369.77,2701.01,1668.76
2023-04-30,Gamma Jacket,South,21,171.22,3595.62,2171.13,1424.49
2023-04-30,Gamma Jacket,East,19,171.89,3265.91,1936.06,1329.85
2023-04-30,Gamma Jacket,West,24,172.95,4150.8,2531.03,1619.77
2023-04-30,Delta Shoes,North,24,225.27,5406.48,3351.85,2054.63
2023-04-30,Delta Shoes,South,22,220.96,4861.12,2980.05,1881.07
2023-04-30,Delta Shoes,East,32,227.03,7264.96,4216.68,3048.28
2023-04-30,Delta Shoes,West,30,242.74,7282.2,4743.28,2538.92
2023-04-30,Epsilon Hat,North,17,79.31,1348.27,770.95,577.32
2023-04-30,Epsilon Hat,South,10,78.78,787.8,486.2,301.6
2023-04-30,Epsilon Hat,East,7,77.09,539.63,336.21,203.42
2023-04-30,Epsilon Hat,West,9,83.7,753.3,464.8,288.5
2023-05-01,Alpha Shirt,North,25,194.44,4861.0,2938.29,1922.71
2023-05-01,Alpha Shirt,South,26,205.21,5335.46,3122.38,2213.08
2023-05-01,Alpha Shirt,East,22,197.48,4344.56,2682.82,1661.74
2023-05-01,Alpha Shirt,West,30,207.4,6222.0,3858.24,2363.76
2023-05-01,Beta Jeans,North,26,152.21,3957.46,2351.24,1606.22
2023-05-01,Beta Jeans,South,14,143.66,2011.24,1210.47,800.77
2023-05-01,Beta Jeans,East,16,153.41,2454.56,1529.64,924.92
2023-05-01,Beta Jeans,West,20,144.88,2897.6,1707.17,1190.43
2023-05-01,Gamma Jacket,North,21,177.04,3717.84,2073.8,1644.04
2023-05-01,Gamma Jacket,South,21,191.06,4012.26,2672.44,1339.82
2023-05-01,Gamma Jacket,East,20,173.74,3474.8,2068.27,1406.53
2023-05-01,Gamma Jacket,West,26,196.06,5097.56,3033.24,2064.32
2023-05-01,Delta Shoes,North,26,228.33,5936.58,3684.82,2251.76
2023-05-01,Delta Shoes,South,36,195.0,7020.0,4233.87,2786.13
2023-05-01,Delta Shoes,East,23,210.8,4848.4,2637.56,2210.84
2023-05-01,Delta Shoes,West,26,222.65,5788.9,3578.22,2210.68
2023-05-01,Epsilon Hat,North,6,77.87,467.22,293.33,173.89
2023-05-01,Epsilon Hat,South,7,81.79,572.53,312.8,259.73
2023-05-01,Epsilon Hat,East,7,79.28,554.96,328.56,226.4
2023-05-01,Epsilon Hat,West,11,73.68,810.48,476.51,333.97
2023-05-02,Alpha Shirt,North,22,185.98,4091.56,2431.17,1660.39
2023-05-02,Alpha Shirt,South,30,194.37,5831.1,3285.83,2545.27
2023-05-02,Alpha Shirt,East,32,199.83,6394.56,3633.67,2760.89
2023-05-02,Alpha Shirt,West,21,178.35,3745.35,2066.34,1679.01
2023-05-02,Beta Jeans,North,12,146.86,1762.32,1042.21,720.11
2023-05-02,Beta Jeans,South,21,158.77,3334.17,2099.15,1235.02
2023-05-02,Beta Jeans,East,27,152.32,4112.64,2515.52,1597.12
2023-05-02,Beta Jeans,West,19,142.95,2716.05,1543.81,1172.24
2023-05-02,Gamma Jacket,North,23,181.47,4173.81,2466.36,1707.45
2023-05-02,Gamma Jacket,South,19,182.31,3463.89,2045.54,1418.35
2023-05-02,Gamma Jacket,East,23,186.35,4286.05,2570.7,1715.35
2023-05-02,Gamma Jacket,West,29,178.27,5169.83,3175.08,1994.75
2023-05-02,Delta Shoes,North,25,237.53,5938.25,3677.05,2261.2
2023-05-02,Delta Shoes,South,32,205.92,6589.44,3909.94,2679.5
2023-05-02,Delta Shoes,East,30,217.92,6537.6,3978.16,2559.44
2023-05-02,Delta Shoes,West,24,215.33,5167.92,3095.01,2072.91
2023-05-02,Epsilon Hat,North,11,80.37,884.07,522.9,361.17
2023-05-02,Epsilon Hat,South,5,72.04,360.2,216.45,143.75
2023-05-02,Epsilon Hat,East,10,77.19,771.9,427.63,344.27
2023-05-02,Epsilon Hat,West,6,77.41,464.46,270.42,194.04
2023-05-03,Alpha Shirt,North,19,207.61,3944.59,2446.26,1498.33
2023-05-03,Alpha Shirt,South,23,212.51,4887.73,2975.75,1911.98
2023-05-03,Alpha Shirt,East,34,197.38,6710.92,4018.29,2692.63
2023-05-03,Alpha Shirt,West,32,195.96,6270.72,3923.41,2347.31
2023-05-03,Beta Jeans,North,17,155.52,2643.84,1560.31,1083.53
2023-05-03,Beta Jeans,South,14,148.71,2081.94,1312.76,769.18
2023-05-03,Beta Jeans,East,15,146.78,2201.7,1278.86,922.84
2023-05-03,Beta Jeans,West,19,149.28,2836.32,1873.92,962.4
2023-05-03,Gamma Jacket,North,16,172.14,2754.24,1615.23,1139.01
2023-05-03,Gamma Jacket,South,27,206.34,5571.18,3141.05,2430.13
2023-05-03,Gamma Jacket,East,13,183.15,2380.95,1527.37,853.58
2023-05-03,Gamma Jacket,West,19,186.16,3537.04,1897.97,1639.07
2023-05-03,Delta Shoes,North,27,226.72,6121.44,3736.81,2384.63
2023-05-03,Delta Shoes,South,27,218.82,5908.14,3749.64,2158.5
2023-05-03,Delta Shoes,East,33,224.94,7423.02,4237.41,3185.61
2023-05-03,Delta Shoes,West,29,232.5,6742.5,3875.73,2866.77
2023-05-03,Epsilon Hat,North,11,79.4,873.4,484.24,389.16
2023-05-03,Epsilon Hat,South,7,81.17,568.19,341.37,226.82
2023-05-03,Epsilon Hat,East,16,81.24,1299.84,842.78,457.06
2023-05-03,Epsilon Hat,West,9,86.04,774.36,473.49,300.87
2023-05-04,Alpha Shirt,North,29,213.45,6190.05,3834.98,2355.07
2023-05-04,Alpha Shirt,South,30,196.0,5880.0,3518.28,2361.72
2023-05-04,Alpha Shirt,East,23,196.33,4515.59,2623.29,1892.3
2023-05-04,Alpha Shirt,West,16,205.02,3280.32,1808.54,1471.78
2023-05-04,Beta Jeans,North,24,147.67,3544.08,2108.12,1435.96
2023-05-04,Beta Jeans,South,22,138.11,3038.42,1855.55,1182.87
2023-05-04,Beta Jeans,East,19,153.59,2918.21,1764.59,1153.62
2023-05-04,Beta Jeans,West,16,143.3,2292.8,1484.83,807.97
2023-05-04,Gamma Jacket,North,22,190.55,4192.1,2503.53,1688.57
2023-05-04,Gamma Jacket,South,24,176.82,4243.68,2550.14,1693.54
2023-05-04,Gamma Jacket,East,26,192.81,5013.06,2987.78,2025.28
2023-05-04,Gamma Jacket,West,11,167.52,1842.72,1076.67,766.05
2023-05-04,Delta Shoes,North,37,208.91,7729.67,4459.44,3270.23
2023-05-04,Delta Shoes,South,33,213.16,7034.28,3939.22,3095.06
2023-05-04,Delta Shoes,East,27,217.06,5860.62,3669.16,2191.46
2023-05-04,Delta Shoes,West,36,221.75,7983.0,4811.66,3171.34
2023-05-04,Epsilon Hat,North,9,76.15,685.35,410.15,275.2
2023-05-04,Epsilon Hat,South,12,80.78,969.36,541.12,428.24
2023-05-04,Epsilon Hat,East,14,74.27,1039.78,692.23,347.55
2023-05-04,Epsilon Hat,West,13,80.73,1049.49,649.19,400.3
2023-05-05,Alpha Shirt,North,28,212.98,5963.44,3693.65,2269.79
2023-05-05,Alpha Shirt,South,29,198.46,5755.34,3508.25,2247.09
2023-05-05,Alpha Shirt,East,28,172.17,4820.76,2879.85,1940.91
2023-05-05,Alpha Shirt,West,22,204.0,4488.0,2601.14,1886.86
2023-05-05,Beta Jeans,North,24,151.49,3635.76,1959.56,1676.2
2023-05-05,Beta Jeans,South,13,142.68,1854.84,1167.18,687.66
2023-05-05,Beta Jeans,East,21,162.62,3415.02,2013.95,1401.07
2023-05-05,Beta Jeans,West,18,142.78,2570.04,1493.17,1076.87
2023-05-05,Gamma Jacket,North,23,194.35,4470.05,2545.85,1924.2
2023-05-05,Gamma Jacket,South,25,171.36,4284.0,2344.83,1939.17
2023-05-05,Gamma Jacket,East,15,176.5,2647.5,1606.19,1041.31
2023-05-05,Gamma Jacket,West,21,181.53,3812.13,2370.41,1441.72
2023-05-05,Delta Shoes,North,22,221.06,4863.32,2997.88,1865.44
2023-05-05,Delta Shoes,South,30,235.75,7072.5,4090.14,2982.36
2023-05-05,Delta Shoes,East,37,214.0,7918.0,4865.2,3052.8
2023-05-05,Delta Shoes,West,22,225.05,4951.1,2807.25,2143.85
2023-05-05,Epsilon Hat,North,9,75.94,683.46,397.79,285.67
2023-05-05,Epsilon Hat,South,14,78.49,1098.86,626.12,472.74
2023-05-05,Epsilon Hat,East,9,83.77,753.93,457.6,296.33
2023-05-05,Epsilon Hat,West,9,85.29,767.61,477.5,290.11
2023-05-06,Alpha Shirt,North,34,199.39,6779.26,4105.17,2674.09
2023-05-06,Alpha Shirt,South,22,209.06,4599.32,2874.71,1724.61
2023-05-06,Alpha Shirt,East,29,177.83,5157.07,3148.85,2008.22
2023-05-06,Alpha Shirt,West,18,200.19,3603.42,2225.05,1378.37
2023-05-06,Beta Jeans,North,20,146.92,2938.4,1852.55,1085.85
2023-05-06,Beta Jeans,South,15,149.41,2241.15,1343.31,897.84
2023-05-06,Beta Jeans,East,17,146.71,2494.07,1378.06,1116.01
2023-05-06,Beta Jeans,West,10,146.23,1462.3,942.51,519.79
2023-05-06,Gamma Jacket,North,21,175.87,3693.27,2172.1,1521.17
2023-05-06,Gamma Jacket,South,22,185.8,4087.6,2750.22,1337.38
2023-05-06,Gamma Jacket,East,22,169.45,3727.9,2382.66,1345.24
2023-05-06,Gamma Jacket,West,19,177.12,3365.28,1897.4,1467.88
2023-05-06,Delta Shoes,North,27,221.16,5971.32,3686.75,2284.57
2023-05-06,Delta Shoes,South,32,231.32,7402.24,4413.52,2988.72
2023-05-06,Delta Shoes,East,35,219.8,7693.0,4286.77,3406.23
2023-05-06,Delta Shoes,West,35,234.46,8206.1,5160.04,3046.06
2023-05-06,Epsilon Hat,North,14,88.47,1238.58,697.65,540.93
2023-05-06,Epsilon Hat,South,12,77.66,931.92,566.91,365.01
2023-05-06,Epsilon Hat,East,9,76.74,690.66,431.24,259.42
2023-05-06,Epsilon Hat,West,6,74.87,449.22,268.57,180.65
2023-05-07,Alpha Shirt,North,28,208.15,5828.2,3164.25,2663.95
2023-05-07,Alpha Shirt,South,21,195.37,4102.77,2517.69,1585.08
2023-05-07,Alpha Shirt,East,16,213.0,3408.0,1809.15,1598.85
2023-05-07,Alpha Shirt,West,23,199.22,4582.06,2676.74,1905.32
2023-05-07,Beta Jeans,North,17,150.09,2551.53,1571.29,980.24
2023-05-07,Beta Jeans,South,17,148.89,2531.13,1451.35,1079.78
2023-05-07,Beta Jeans,East,16,154.87,2477.92,1461.28,1016.64
2023-05-07,Beta Jeans,West,16,140.61,2249.76,1479.87,769.89
2023-05-07,Gamma Jacket,North,18,164.32,2957.76,1870.05,1087.71
2023-05-07,Gamma Jacket,South,18,178.57,3214.26,2026.23,1188.03
2023-05-07,Gamma Jacket,East,24,181.2,4348.8,2747.8,1601.0
2023-05-07,Gamma Jacket,West,22,174.72,3843.84,2344.58,1499.26
2023-05-07,Delta Shoes,North,22,221.83,4880.26,3109.15,1771.11
2023-05-07,Delta Shoes,South,28,240.49,6733.72,3913.09,2820.63
2023-05-07,Delta Shoes,East,31,210.14,6514.34,3813.71,2700.63
2023-05-07,Delta Shoes,West,26,205.25,5336.5,3446.52,1889.98
2023-05-07,Epsilon Hat,North,9,76.41,687.69,412.21,275.48
2023-05-07,Epsilon Hat,South,10,83.13,831.3,519.56,311.74
2023-05-07,Epsilon Hat,East,15,87.68,1315.2,791.01,524.19
2023-05-07,Epsilon Hat,West,9,82.21,739.89,468.43,271.46
2023-05-08,Alpha Shirt,North,24,214.64,5151.36,3293.95,1857.41
2023-05-08,Alpha Shirt,South,29,209.44,6073.76,3852.38,2221.38
2023-05-08,Alpha Shirt,East,38,221.67,8423.46,5332.22,3091.24
2023-05-08,Alpha Shirt,West,25,184.33,4608.25,2785.89,1822.36
2023-05-08,Beta Jeans,North,9,142.29,1280.61,747.99,532.62
2023-05-08,Beta Jeans,South,16,150.79,2412.64,1489.94,922.7
2023-05-08,Beta Jeans,East,23,149.71,3443.33,2161.5,1281.83
2023-05-08,Beta Jeans,West,19,153.5,2916.5,1892.98,1023.52
2023-05-08,Gamma Jacket,North,19,177.73,3376.87,2276.65,1100.22
2023-05-08,Gamma Jacket,South,15,191.71,2875.65,1730.46,1145.19
2023-05-08,Gamma Jacket,East,14,184.4,2581.6,1631.26,950.34
2023-05-08,Gamma Jacket,West,19,171.11,3251.09,1558.66,1692.43
2023-05-08,Delta Shoes,North,25,219.35,5483.75,3245.7,2238.05
2023-05-08,Delta Shoes,South,27,206.39,5572.53,3453.11,2119.42
2023-05-08,Delta Shoes,East,21,223.18,4686.78,2886.61,1800.17
2023-05-08,Delta Shoes,West,25,227.13,5678.25,3647.12,2031.13
2023-05-08,Epsilon Hat,North,7,78.65,550.55,339.62,210.93
2023-05-08,Epsilon Hat,South,13,86.32,1122.16,690.35,431.81
2023-05-08,Epsilon Hat,East,13,72.6,943.8,549.73,394.07
2023-05-08,Epsilon Hat,West,9,83.82,754.38,460.95,293.43
2023-05-09,Alpha Shirt,North,33,212.49,7012.17,4243.17,2769.0
2023-05-09,Alpha Shirt,South,25,200.71,5017.75,3025.55,1992.2
2023-05-09,Alpha Shirt,East,33,212.23,7003.59,4220.44,2783.15
2023-05-09,Alpha Shirt,West,26,219.79,5714.54,3379.02,2335.52
2023-05-09,Beta Jeans,North,20,150.34,3006.8,1889.28,1117.52
2023-05-09,Beta Jeans,South,19,160.5,3049.5,1841.66,1207.84
2023-05-09,Beta Jeans,East,14,155.9,2182.6,1258.1,924.5
2023-05-09,Beta Jeans,West,19,152.18,2891.42,1801.86,1089.56
2023-05-09,Gamma Jacket,North,25,194.04,4851.0,2733.45,2117.55
2023-05-09,Gamma Jacket,South,30,171.52,5145.6,2845.3,2300.3
2023-05-09,Gamma Jacket,East,21,143.42,3011.82,1706.45,1305.37
2023-05-09,Gamma Jacket,West,23,188.38,4332.74,2635.85,1696.89
2023-05-09,Delta Shoes,North,39,209.02,8151.78,5197.47,2954.31
2023-05-09,Delta Shoes,South,21,221.02,4641.42,2912.62,1728.8
2023-05-09,Delta Shoes,East,30,223.44,6703.2,4069.87,2633.33
2023-05-09,Delta Shoes,West,42,222.27,9335.34,5464.81,3870.53
2023-05-09,Epsilon Hat,North,6,85.37,512.22,308.75,203.47
2023-05-09,Epsilon Hat,South,7,80.49,563.43,321.9,241.53
2023-05-09,Epsilon Hat,East,8,81.16,649.28,395.67,253.61
2023-05-09,Epsilon Hat,West,14,77.82,1089.48,680.68,408.8
2023-05-10,Alpha Shirt,North,24,195.15,4683.6,2580.25,2103.35
2023-05-10,Alpha Shirt,South,23,194.12,4464.76,2800.47,1664.29
2023-05-10,Alpha Shirt,East,20,206.82,4136.4,2517.8,1618.6
2023-05-10,Alpha Shirt,West,25,198.59,4964.75,2851.28,2113.47
2023-05-10,Beta Jeans,North,15,160.28,2404.2,1443.82,960.38
2023-05-10,Beta Jeans,South,22,132.31,2910.82,1858.17,1052.65
2023-05-10,Beta Jeans,East,15,153.67,2305.05,1547.93,757.12
2023-05-10,Beta Jeans,West,21,148.56,3119.76,1815.68,1304.08
